story_id,keyword_id,keyword
18884,2878,"Gang, Lit."
4048,626,Ewiger Jude
9111,32,Hexe
1500,784,wissen
15174,45,Lokalsage
10187,142,"Hexenausritt, Termine"
15258,292,Riese
3988,371,Lenore
8331,591,tanzen
6621,330,Literature
4487,1216,wo
10723,307,Wasser
9533,600,ewig
14447,72,local legends: varia
15944,16,sacrilege
16270,946,"French people etc., search town"
5364,4,historical legends
15507,91,dead
14912,20,Man who move the boundaries
11581,70,Horse shoe etc.
3886,233,"Tiersagen, Märchen I"
17920,29,witches
12851,555,moort
17220,5267,"Wenden: Schlacht, Heiden"
771,718,"Mountain: singing, thunder etc."
18361,8585,Landmesser
10110,8995,Semp
10117,63,Blocksberg
7583,91,dead
4001,16,sacrilege
5005,52,Räuber
15137,7115,Uterhard etc.
8835,93,Toter
7439,206,Etymologie
13544,52,Räuber
18698,482,Edelleute
1478,584,Stube
10563,580,Hemd
16143,4621,Rock
2345,615,Tod
16605,200,"Tiersage, Schwein - Pfannkuchen, der dicke fette Pfannkuchen"
2802,32,Hexe
18936,3697,Haunt
1074,1078,Johannismiddag
6500,232,Tiermärchen
15524,6609,Streiche
17629,16908,Weinsberg
10117,6430,Blocksberg Orte
7219,364,Pferd
13575,836,Raubritter
13483,53,robbers
3421,2581,Bett
13888,6927,"Tod fordert, Galgen, Zauberer, varia"
16381,93,Toter
9986,977,Gallows
9027,52,Räuber
15979,1497,Name
19862,234,wie Fuchs das Fliegen lernte
4393,4395,"Jungfrau, ewige"
10893,29,witches
1824,8,"Sage, historische"
10856,253,tragen
14627,64,Blocksberg varia
8193,5267,"Wenden: Schlacht, Heiden"
9888,290,giants
1904,351,Schatzsage
9437,1798,sehen
16078,8264,Orakel
6070,718,"Mountain: singing, thunder etc."
11276,231,lehren
2570,131,French people
1651,1661,Leib
4533,29,witches
5206,29,witches
7645,191,Wolf
8183,6647,tragen Berge zusammen
13885,91,dead
8159,711,Mensch
11730,11732,Prügel
16914,91,dead
13287,345,König
1259,870,"Tote red., erste Frau, Mutter"
5122,142,"Hexenausritt, Termine"
5416,290,giants
13372,4,historical legends
6147,591,tanzen
9357,710,An Menschen
6127,533,to fight
19769,6167,Trog
8640,407,Totenmesse
8510,32,Hexe
16742,63,Blocksberg
4430,80,werewolf
15956,30,on cattle
5848,826,weiblich
16439,480,Haberlandt
11579,71,Hufeisen
17586,482,Edelleute
646,555,moort
15524,1162,Gälknoeker
8267,836,Raubritter
6084,741,Blutfleck
18551,848,"Pferd, allg. Abwehr etc."
7692,8,"Sage, historische"
8382,3676,Starke Leute
2392,591,tanzen
14493,52,Räuber
9866,9869,predigen
3016,3017,Knight
16732,3635,Ziegenbock
16905,870,"Tote red., erste Frau, Mutter"
1390,307,Wasser
5108,440,destruction
8588,2481,nicht
14554,117,quid
13296,332,bells
9516,32,Hexe
2613,710,An Menschen
9260,9264,herauswachsen
14771,1025,Hund
14277,351,Schatzsage
16696,80,werewolf
16131,1078,Johannismiddag
11295,29,witches
8047,66,Mainacht
4335,986,"30-/100-year war, blending"
17370,1528,devil
19516,407,Totenmesse
1904,1229,Signal
15687,4,historical legends
15105,29,witches
14444,7594,Bach
11431,72,local legends: varia
2623,307,Wasser
10815,1137,Hexenhalfter
20005,54,Störtebecker
14694,253,tragen
2864,39,Knight varia
3939,514,Glas
7366,580,Hemd
16866,4,historical legends
4328,4331,Abendmahl
15466,93,Toter
4629,928,buttern
6428,32,Hexe
16605,198,Fuchs
5699,1393,"ablassen, See ausmessen etc."
9577,142,"Hexenausritt, Termine"
14413,4,historical legends
4845,556,"Taufe, Lattenstiger"
8698,524,Volkssage
6436,131,French people
13888,976,Galgen
19017,1162,Gälknoeker
8947,246,Halskette
7692,130,Franzose
8000,253,tragen
17802,53,robbers
8036,91,dead
11326,29,witches
3004,3010,"pflanzen, Baum"
5993,29,witches
5816,407,Totenmesse
13465,12565,Adebar
11963,10761,"Receipt, money under head"
6891,45,Lokalsage
7787,63,Blocksberg
13681,53,robbers
11618,16,sacrilege
1220,45,Lokalsage
7287,93,Toter
5141,93,Toter
17140,555,moort
9198,812,varia
4768,4,historical legends
11542,11544,Ortssagen (außer Bornholm)
18278,957,"Pumpfuß, Columbus"
18674,91,dead
10989,41,local legends
4836,16,sacrilege
11175,8,"Sage, historische"
3831,45,Lokalsage
4118,8,"Sage, historische"
542,415,water
19377,869,Mutter
1675,415,water
8831,6647,tragen Berge zusammen
1194,1200,unwohl
6466,53,robbers
14800,2412,England
7216,836,Raubritter
3712,117,quid
1541,31,Vieh
11331,11333,"Mai, erster"
11630,290,giants
6916,91,dead
16887,4,historical legends
2690,91,dead
19364,928,buttern
2690,93,Toter
7562,823,Wilde Jagd
4855,4858,umgehen
4135,626,Ewiger Jude
6394,150,wann
11069,16,sacrilege
11766,612,Leute
7955,503,Treasure hunter
10945,586,Diener
18654,848,"Pferd, allg. Abwehr etc."
136,141,Bauersfrau
16739,1229,Signal
19677,555,moort
13108,946,"French people etc., search town"
7837,2513,backen
6362,29,witches
4393,600,ewig
17736,17739,Conow (Eldena)
12249,2266,Schwanz
3349,1069,Taube
17893,32,Hexe
13911,91,dead
16148,15746,The werewolf as rustler
5176,52,Räuber
1639,292,Riese
11095,71,Hufeisen
6851,4,historical legends
7425,29,witches
17848,8,"Sage, historische"
7206,7208,Hungerpeitsche
14326,93,Toter
19227,555,moort
5737,600,ewig
13648,353,Kinder
13327,330,Literature
10417,307,Wasser
5845,20,Man who move the boundaries
12489,32,Hexe
8980,16,sacrilege
11002,2520,Kobold
2895,2898,Feldnahwer
5076,52,Räuber
15227,29,witches
8041,4,historical legends
17490,554,Taufe
14713,2583,Nacht
14782,6642,Seele als Maus
7232,206,Etymologie
5472,586,Diener
8458,32,Hexe
623,626,Ewiger Jude
12393,223,Viting
10033,1558,Gen.
16501,353,Kinder
6764,1910,Luftfahrt
15058,599,Ewig Leben: I
15653,7442,Groß Helle
13419,3904,Angst
17497,8,"Sage, historische"
17339,1069,Taube
5766,1265,Herr
11833,29,witches
18806,248,Kind
19225,30,on cattle
19226,1692,Abzug etc.
4559,1135,Zaum
18186,4081,Grab etc.
3522,290,giants
15309,407,Totenmesse
8005,4,historical legends
17245,16135,Wolfsriemen
16964,2513,backen
1560,731,"Kenntnis von den Wenden, meckl."
709,713,Lamm
19064,180,The ample meal
9775,3676,Starke Leute
13759,440,destruction
728,4,historical legends
16062,16,sacrilege
12763,7288,Kaiser
15664,937,Kirche
14694,14696,Reis
5097,80,werewolf
11522,415,water
6899,2278,Geister
12346,256,Ring
10788,8074,anbinden
13607,29,witches
7608,290,giants
9607,32,Hexe
14509,253,tragen
3349,3352,umbringen
19485,29,witches
5816,93,Toter
15620,223,Viting
16739,15960,"Mountain, open"
18945,18951,Tore etc.
12695,12704,"buffalo's head, coat of arms"
14705,52,Räuber
18795,304,krank
5156,64,Blocksberg varia
10090,250,"Kette tragen, Ring"
19274,45,Lokalsage
5108,130,Franzose
18726,8623,eingemauert
11774,9246,betrügen
13659,1227,Untergang: Lit.
14823,2954,"Edelmann, Toter, Geld"
13659,395,treasure
19586,19588,"Mädchen, klein"
501,503,Treasure hunter
8653,93,Toter
14763,206,Etymologie
6701,395,treasure
1126,91,dead
14660,52,Räuber
9526,442,Stadt
1220,1224,"Burg, Schloss, Signal"
19565,1279,ausmelken
5056,257,Kette
3867,64,Blocksberg varia
9863,496,"Wiederkehr, Totenhemd"
16813,2477,Glaubensphänomen
14328,986,"30-/100-year war, blending"
18264,130,Franzose
15684,29,witches
8892,223,Viting
6529,72,local legends: varia
11365,148,Kunst
4409,54,Störtebecker
13585,1162,Gälknoeker
13875,91,dead
14762,8,"Sage, historische"
6224,480,Haberlandt
18956,41,local legends
13917,71,Hufeisen
18970,30,on cattle
14572,32,Hexe
6394,32,Hexe
4628,354,Berg
3571,250,"Kette tragen, Ring"
12852,4,historical legends
12857,111,from the french period
11561,1558,Gen.
14727,14729,verzehren
19847,8,"Sage, historische"
18289,32,Hexe
11013,130,Franzose
5707,946,"French people etc., search town"
14117,41,local legends
18713,16,sacrilege
19624,45,Lokalsage
4760,1729,burried an old
1032,970,Melken
843,32,Hexe
5892,442,Stadt
10647,3024,Besenstiel
7565,1558,Gen.
18484,402,Kuh
4052,480,Haberlandt
4131,206,Etymologie
10305,53,robbers
8474,1162,Gälknoeker
11579,45,Lokalsage
13108,442,Stadt
16605,195,Tiersage
12983,612,Leute
18145,732,Mecklenburg
12482,32,Hexe
8601,835,Robber-knight gen.
2362,2364,Schürze platzt
13887,3676,Starke Leute
16343,809,Teufel
14573,52,Räuber
7359,4,historical legends
15448,599,Ewig Leben: I
10519,292,Riese
17501,732,Mecklenburg
13910,2643,Name: varia
14677,2700,Maul
4382,39,Knight varia
8847,235,Storch
14275,292,Riese
14597,9079,Children
5960,5964,Geld brennt
1976,80,werewolf
3854,1069,Taube
6144,523,Literatur
14621,6609,Streiche
14841,16,sacrilege
13312,599,Ewig Leben: I
15814,2366,platzen
19383,1065,unschuldig
9449,290,giants
8969,2513,backen
12947,256,Ring
5179,32,Hexe
11994,1267,Vater
4041,523,Literatur
19124,555,moort
11402,8,"Sage, historische"
17214,29,witches
12631,7361,Schlacht etc.
2723,2726,lebendig
16085,437,"Taters, krup unner"
10218,52,Räuber
4651,810,Varia
9568,9560,Aalblüser
7217,32,Hexe
3902,32,Hexe
18287,970,Melken
15460,6641,Seele
16275,957,"Pumpfuß, Columbus"
19364,248,Kind
19154,437,"Taters, krup unner"
7750,1211,Robber-knight
15743,955,devil's confederate
8102,599,Ewig Leben: I
18470,29,witches
11368,2824,Bein
1371,45,Lokalsage
3128,928,buttern
4162,733,Wenden (Nation)
4018,555,moort
12509,29,witches
12887,256,Ring
9253,482,Edelleute
18461,18464,Ringelschwanz (Schwein)
4349,784,wissen
13747,331,Lit.
18461,7864,Tier- und Pflanzenlegenden
7930,4,historical legends
12621,191,Wolf
17442,17445,"Riesenkönig, Schatz"
15311,4,historical legends
7934,233,"Tiersagen, Märchen I"
18702,6164,nehmen (untersch. Bed.)
17472,93,Toter
4300,3721,Feuer
19729,555,moort
8089,6929,Zauberer
9468,32,Hexe
14613,3369,Wechselbalg I
19264,131,French people
18114,555,moort
7089,29,witches
14896,825,wild hunt
9378,364,Pferd
15595,63,Blocksberg
5018,20,Man who move the boundaries
6097,415,water
15814,2367,Schürze
16439,581,Wein
2530,2533,Siege
19886,19889,Banner
14275,3676,Starke Leute
17975,16602,Topographisches
1808,429,"Krieg, siebenjähriger"
16004,91,dead
19539,53,robbers
11901,2956,Edelmann
1541,1549,Boden (unterschiedliche Bedeutungen)
357,16,sacrilege
10470,4879,Dörfer
18959,130,Franzose
1611,555,moort
8909,29,witches
16953,2412,England
13546,142,"Hexenausritt, Termine"
13136,256,Ring
12617,12619,Hay
1404,1405,Wallenstein
4594,937,Kirche
17389,8,"Sage, historische"
9040,2416,"Entheiligung des Feiertages, Karfreitag"
18345,1229,Signal
4919,288,werfen Steine
4100,45,Lokalsage
10167,117,quid
6901,256,Ring
12333,93,Toter
6910,16,sacrilege
4533,32,Hexe
15210,4661,Maus
16143,4242,begraben
924,29,witches
13804,334,Fachliteratur
8833,615,Tod
11774,7944,"arbeiten, allgemein"
16718,937,Kirche
10302,195,Tiersage
961,967,Scharfrichter
10579,290,giants
3647,131,French people
10396,977,Gallows
9857,4,historical legends
8563,6254,Hemd etc.
10280,117,quid
19731,4,historical legends
2874,29,witches
12482,145,Toom
8000,246,Halskette
15644,93,Toter
18424,3677,stark
13965,2413,Engelland
18347,354,Berg
4496,1211,Robber-knight
4041,307,Wasser
15476,2364,Schürze platzt
9449,612,Leute
8965,591,tanzen
8300,32,Hexe
19092,16,sacrilege
17860,3696,Spuk
8388,1137,Hexenhalfter
6516,250,"Kette tragen, Ring"
10248,10225,lahm
3523,1092,Bruder
6322,131,French people
8969,3369,Wechselbalg I
9718,9721,Topf
16047,16,sacrilege
9846,45,Lokalsage
18772,784,wissen
17963,290,giants
8842,131,French people
15750,223,Viting
12839,5964,Geld brennt
13327,331,Lit.
9341,354,Berg
12528,2087,"Ort, Orte, wo Räuber hausen"
11448,2223,Elster lehrt Taube Nest bauen
19896,19898,A 80356
9164,1558,Gen.
19456,826,weiblich
14623,52,Räuber
1874,45,Lokalsage
10567,2276,Ghost
5747,43,Ritter
13361,12329,?
6500,6508,Kätel
2773,16,sacrilege
1179,929,Buttern
14497,1659,Schmied
12406,233,"Tiersagen, Märchen I"
14333,53,robbers
17479,810,Varia
18264,946,"French people etc., search town"
16991,16995,Teufelsbündner: Lit. varia
15220,53,robbers
14440,1025,Hund
16691,826,weiblich
7720,256,Ring
9620,5724,Schäferknecht
14275,290,giants
7315,20,Man who move the boundaries
15246,379,Bild
18374,194,Schwein
13483,223,Viting
5470,626,Ewiger Jude
9285,1665,Ofen
1583,741,Blutfleck
5472,257,Kette
14938,6254,Hemd etc.
10204,955,devil's confederate
1366,29,witches
6269,3067,rufen
5863,1137,Hexenhalfter
1348,732,Mecklenburg
12634,6704,Mönch
19357,4,historical legends
10675,32,Hexe
1501,1502,Totensage
906,29,witches
12444,32,Hexe
3457,823,Wilde Jagd
18830,16,sacrilege
14903,292,Riese
15876,290,giants
17295,480,Haberlandt
15564,53,robbers
8648,93,Toter
16352,809,Teufel
10233,53,robbers
10323,1362,Bauer
11371,32,Hexe
6665,6647,tragen Berge zusammen
7689,6587,"Tiere: Sagen, Märchen etc."
14688,560,Zwergensage
7249,32,Hexe
10042,52,Räuber
12697,16,sacrilege
9959,1065,unschuldig
12540,43,Ritter
19400,16,sacrilege
8923,466,Kirchliches
10800,5116,Water nymph
1353,1359,ertränken
16328,398,goldene Wiege
7595,3326,entrückt
14166,246,Halskette
9597,415,water
15894,3,Däne
17989,205,local legends: churches and passages
19950,17819,Vorstadt
17628,1775,not to fear
1728,16,sacrilege
4228,71,Hufeisen
10550,292,Riese
15574,3904,Angst
5294,442,Stadt
16904,93,Toter
10015,869,Mutter
11151,93,Toter
9775,292,Riese
11791,3804,Hand
13686,415,water
8319,8320,Kater
18761,4,historical legends
10484,1718,Säbenrand
8631,496,"Wiederkehr, Totenhemd"
17586,17589,ümstöten
8385,7132,Stroh
9057,9059,"Joop doot, ndd [niederdeutsch]"
16747,5,Danish people
3715,870,"Tote red., erste Frau, Mutter"
5562,19,Scheidengänger
9792,72,local legends: varia
5599,2718,Schlacht
17517,2532,Belagerung
19313,836,Raubritter
10868,1025,Hund
2595,45,Lokalsage
13136,250,"Kette tragen, Ring"
16138,836,Raubritter
5691,32,Hexe
5136,64,Blocksberg varia
15702,117,quid
9408,16,sacrilege
12241,45,Lokalsage
14665,395,treasure
862,16,sacrilege
16775,16776,katzen
11782,29,witches
14855,825,wild hunt
14184,4661,Maus
6180,524,Volkssage
10595,20,Man who move the boundaries
5889,32,Hexe
6284,195,Tiersage
19295,1211,Robber-knight
19965,71,Hufeisen
6428,29,witches
9210,870,"Tote red., erste Frau, Mutter"
8065,20,Man who move the boundaries
4315,928,buttern
12745,345,König
18228,18232,hölzern
8857,117,quid
13942,147,Haus
12589,6587,"Tiere: Sagen, Märchen etc."
12483,8320,Kater
11380,93,Toter
1700,1707,Zahn
18240,45,Lokalsage
19367,4,historical legends
19131,290,giants
9752,292,Riese
15171,29,witches
7092,29,witches
14284,13881,Wilddieb
17402,7012,Mäuse machen etc.
10825,826,weiblich
8256,8265,"Totenkopf weissagt, Orakel"
3860,63,Blocksberg
6752,599,Ewig Leben: I
6558,3822,gut
7410,70,Horse shoe etc.
16229,1211,Robber-knight
4365,53,robbers
4728,29,witches
15089,15090,Scheide
8371,600,ewig
4750,290,giants
6332,1227,Untergang: Lit.
11962,600,ewig
7655,4,historical legends
6014,407,Totenmesse
1169,420,"Persönlichkeiten, Familie etc."
4068,810,Varia
8216,1362,Bauer
5463,533,to fight
15319,3519,Dog
5887,466,Kirchliches
5319,5327,Brunnen
10886,29,witches
6304,4,historical legends
9004,52,Räuber
13408,91,dead
6448,52,Räuber
6939,6940,keine Ruhe im Grab
15623,8995,Semp
7304,7305,Hebammendienst
15522,1405,Wallenstein
12345,1162,Gälknoeker
19234,555,moort
7889,29,witches
299,312,Försterhaus
4162,45,Lokalsage
3285,8,"Sage, historische"
11801,1394,ablassen
16193,80,werewolf
18452,2880,Gang
10732,10735,Duw
11613,582,laufen
15478,4,historical legends
8072,3487,Kirche (Gebäude)
19998,395,treasure
18739,290,giants
17801,543,Opfer
14655,54,Störtebecker
2328,45,Lokalsage
2530,4,historical legends
14921,93,Toter
5710,91,dead
3412,503,Treasure hunter
6422,71,Hufeisen
11023,2067,Names
1353,360,Frau
7430,8,"Sage, historische"
4300,2499,verbrannt
11118,2171,Heibarg
19080,407,Totenmesse
15697,8,"Sage, historische"
12373,191,Wolf
1851,1854,Russian people
8083,1718,Säbenrand
4954,91,dead
16126,591,tanzen
14911,1558,Gen.
11368,64,Blocksberg varia
11202,1798,sehen
2903,869,Mutter
17265,13027,Gründung
6709,91,dead
19610,482,Edelleute
4594,466,Kirchliches
7972,5296,Fischart
16851,190,Pfannkuchen
4595,8,"Sage, historische"
12505,72,local legends: varia
16507,496,"Wiederkehr, Totenhemd"
3712,29,witches
10355,3458,Menschenkeule
18631,45,Lokalsage
8805,4,historical legends
8170,2994,Stock
12483,4434,Jagd
7217,1137,Hexenhalfter
17603,292,Riese
16085,4,historical legends
6422,45,Lokalsage
18813,194,Schwein
19019,192,"Frau, faul"
15082,440,destruction
11897,395,treasure
8044,71,Hufeisen
18820,351,Schatzsage
13859,6842,Stones
6560,2266,Schwanz
11925,11929,Geschirr (Haushalt)
15607,443,Towns
10710,7060,Schinnerhannes
16937,93,Toter
19610,615,Tod
2983,599,Ewig Leben: I
2803,307,Wasser
16078,1162,Gälknoeker
8185,524,Volkssage
13872,331,Lit.
17207,19,Scheidengänger
17004,2416,"Entheiligung des Feiertages, Karfreitag"
12462,53,robbers
979,4,historical legends
17243,20,Man who move the boundaries
19225,31,Vieh
4105,711,Mensch
17179,943,Thunderstorm
19457,45,Lokalsage
15658,32,Hexe
11645,394,haunting animals
7229,482,Edelleute
15500,555,moort
18945,45,Lokalsage
6436,8,"Sage, historische"
11404,2087,"Ort, Orte, wo Räuber hausen"
10388,4286,zusammentragen
12030,4661,Maus
16352,2216,Teufelssage
15252,223,Viting
17035,5115,Nixe
17925,189,Volksmärchen
1491,555,moort
1260,1267,Vater
4483,1211,Robber-knight
17326,93,Toter
4725,93,Toter
11527,810,Varia
11746,1497,Name
9874,7289,Kyffhäuser: Kaiser im Berg
18659,91,dead
17175,130,Franzose
6893,93,Toter
4598,3279,Zigeuner
3841,1230,Untergangssage
14565,1162,Gälknoeker
17586,480,Haberlandt
15707,64,Blocksberg varia
17773,7593,pflügen
7089,4561,Hengst
12836,292,Riese
7936,223,Viting
10704,32,Hexe
2404,16,sacrilege
11216,3980,Totentrauung
18908,8,"Sage, historische"
14975,2718,Schlacht
5889,929,Buttern
10185,232,Tiermärchen
4737,848,"Pferd, allg. Abwehr etc."
4224,41,local legends
15181,19,Scheidengänger
7999,6647,tragen Berge zusammen
18050,18056,Gerichtswesen
14737,1718,Säbenrand
13060,2699,hauen
14705,53,robbers
9126,8,"Sage, historische"
3421,3424,ekelhaft
6701,351,Schatzsage
12926,29,witches
14325,1162,Gälknoeker
704,554,Taufe
15827,16,sacrilege
12742,331,Lit.
4143,20,Man who move the boundaries
11448,233,"Tiersagen, Märchen I"
7774,253,tragen
18805,1162,Gälknoeker
8375,7133,Stroh etc.
6259,345,König
9838,4973,Glaube
6583,6587,"Tiere: Sagen, Märchen etc."
5941,5945,verjungfern
2746,1093,Brüder
1403,440,destruction
3368,560,Zwergensage
14650,2481,nicht
18339,4658,reisen
11390,355,Unterirdische
16449,4065,Totenkopf
11551,93,Toter
14280,8,"Sage, historische"
9333,290,giants
8965,1149,tot
1081,4,historical legends
16405,554,Taufe
1846,8,"Sage, historische"
14448,6642,Seele als Maus
5599,4,historical legends
10916,10919,Magd
15258,290,giants
18295,440,destruction
11833,117,quid
1765,482,Edelleute
13545,466,Kirchliches
769,711,Mensch
9253,1664,nackt
5264,290,giants
2327,93,Toter
15490,7593,pflügen
8663,354,Berg
8377,29,witches
4949,8,"Sage, historische"
13287,8,"Sage, historische"
15633,1162,Gälknoeker
19610,16,sacrilege
3708,130,Franzose
17893,869,Mutter
8019,869,Mutter
16922,93,Toter
7842,6656,entrückt: Varia
3886,308,Gesunder
13060,16,sacrilege
14063,7115,Uterhard etc.
13391,351,Schatzsage
11294,6441,Seeräuber Varia
19534,271,"Verwandlung, Werwolf"
1058,1066,Forsthaus
2579,2581,Bett
10523,4286,zusammentragen
9049,52,Räuber
6216,91,dead
7430,93,Toter
19456,93,Toter
16896,580,Hemd
3916,3643,Witch general
3672,360,Frau
5720,928,buttern
14072,7130,Jump
4766,8,"Sage, historische"
16010,45,Lokalsage
6514,54,Störtebecker
17920,14131,Korb
1588,1592,Licht
19586,1107,"Buttern, Melken"
15564,223,Viting
4928,1775,not to fear
8789,7361,Schlacht etc.
9127,52,Räuber
5592,354,Berg
9859,354,Berg
14020,16,sacrilege
3044,1705,hart
15638,32,Hexe
423,8,"Sage, historische"
10488,93,Toter
7712,7713,Fuchs varia
15938,290,giants
11762,250,"Kette tragen, Ring"
13,20,Man who move the boundaries
17442,2671,Riesensage
14032,14035,Blocksberg treiben
15600,784,wissen
2750,555,moort
4382,43,Ritter
10815,32,Hexe
7381,2956,Edelmann
10033,8,"Sage, historische"
8660,91,dead
11825,938,Kloster
5064,395,treasure
1186,1168,Semmel
12881,253,tragen
13880,4186,Förster
8914,52,Räuber
95,4,historical legends
10163,29,witches
18769,290,giants
19233,19236,on wedding
15499,2665,Various
15986,214,"Historic, elderly"
10912,1544,sterben
14229,292,Riese
17866,93,Toter
13654,235,Storch
18484,1279,ausmelken
475,147,Haus
14953,256,Ring
14727,246,Halskette
2066,4,historical legends
3738,117,quid
7966,6518,erschießen
6409,3703,Egge
13221,9383,vidit
14058,3251,Müller
12015,7731,Duell
12119,1323,Berg nicht fortschaffen
14961,2067,Names
4370,1502,Totensage
14841,3249,Mäuseturm
15124,942,Gewitter
8467,1137,Hexenhalfter
13136,13137,Prügelstrafe
18904,29,witches
8177,8,"Sage, historische"
17164,32,Hexe
19383,1883,"Tribunal mountain, judged inculpable"
13424,591,tanzen
5902,2994,Stock
7852,2087,"Ort, Orte, wo Räuber hausen"
8896,235,Storch
17286,4435,Riemen
12121,1775,not to fear
10563,6254,Hemd etc.
709,712,Gesicht
12220,1717,Sieve border
8847,711,Mensch
18672,599,Ewig Leben: I
19091,473,Schweden
14223,1775,not to fear
1560,8,"Sage, historische"
8291,6021,Edelfrau
16301,943,Thunderstorm
660,130,Franzose
11617,11622,"Wakenstädt, Walsmühlen, Gedebusch"
7905,53,robbers
5439,2686,bauen
17543,482,Edelleute
2345,16,sacrilege
10290,2697,Gans
13524,2087,"Ort, Orte, wo Räuber hausen"
6308,233,"Tiersagen, Märchen I"
5013,142,"Hexenausritt, Termine"
8820,615,Tod
3789,130,Franzose
4613,16,sacrilege
14188,1093,Brüder
2317,292,Riese
12249,2994,Stock
16449,4066,Totenkopf etc.
19448,4718,taufen
1677,534,kämpfen
14613,560,Zwergensage
8583,16,sacrilege
9131,3980,Totentrauung
17222,2482,Priester
10701,1267,Vater
14727,7118,Backofen
8914,54,Störtebecker
17917,443,Towns
2913,93,Toter
16141,41,local legends
11160,826,weiblich
2491,1395,ausmessen
13974,440,destruction
10895,29,witches
16241,8585,Landmesser
19975,30,on cattle
1875,8,"Sage, historische"
12862,7288,Kaiser
14623,53,robbers
7961,8,"Sage, historische"
3098,1333,Butter
8346,53,robbers
2362,2366,platzen
9614,29,witches
14476,1162,Gälknoeker
3399,533,to fight
4284,4286,zusammentragen
4815,4,historical legends
15368,91,dead
14333,223,Viting
17507,560,Zwergensage
10882,4661,Maus
6868,2556,Liebeszauber
17718,80,werewolf
17759,253,tragen
299,308,Gesunder
9841,555,moort
12374,466,Kirchliches
1322,1323,Berg nicht fortschaffen
14776,2229,Geld
16433,4154,"Ochse, Bolle"
14953,16,sacrilege
3046,466,Kirchliches
5228,233,"Tiersagen, Märchen I"
12333,91,dead
19521,20,Man who move the boundaries
14838,11614,to walk
6015,6020,zwingen
12336,2364,Schürze platzt
17003,929,Buttern
1942,292,Riese
1243,1252,Köppenbusch
1194,1198,Blume
475,480,Haberlandt
19610,7594,Bach
6144,415,water
17381,929,Buttern
10654,257,Kette
8588,1264,Grausame Herren
19726,29,witches
19754,555,moort
4762,80,werewolf
537,371,Lenore
13994,13997,Kleemstaken
4354,466,Kirchliches
19800,810,Varia
15369,130,Franzose
19999,20001,Gössel
8216,1265,Herr
15415,16,sacrilege
18270,1107,"Buttern, Melken"
12558,93,Toter
2579,2580,jung
5993,31,Vieh
17879,29,witches
6826,543,Opfer
13228,11005,Chimken etc.
12740,45,Lokalsage
11092,71,Hufeisen
5664,5667,Kröte
14677,233,"Tiersagen, Märchen I"
19936,189,Volksmärchen
15822,3211,Wiedergänger
19586,19587,Polizei
3383,3387,Dirn
13254,3652,Mordkrug etc.
12389,52,Räuber
17021,17022,Ostern
15282,53,robbers
8428,1659,Schmied
19783,395,treasure
6094,130,Franzose
2014,52,Räuber
1414,943,Thunderstorm
8621,3696,Spuk
2563,29,witches
17295,2261,Kutscher
5050,5054,bunt
15549,250,"Kette tragen, Ring"
10868,2893,Backbeere
11826,3280,Laus
14492,53,robbers
9290,9292,Riding on Animals
18145,4,historical legends
18010,467,Ecclesiastical
12086,256,Ring
13037,13039,Kla(a)s Panz (umherirrender Geist)
19959,4277,Hühnerei
8215,826,weiblich
12855,354,Berg
14572,29,witches
1243,971,Blut
11502,2375,Scheintoter
9102,232,Tiermärchen
18227,53,robbers
14836,555,moort
17765,45,Lokalsage
19321,16,sacrilege
3702,32,Hexe
10086,233,"Tiersagen, Märchen I"
13872,2643,Name: varia
15201,466,Kirchliches
185,194,Schwein
2843,938,Kloster
3306,3308,Liebeszauber: Silvester
19489,4,historical legends
15171,360,Frau
1129,928,buttern
12109,825,wild hunt
15781,29,witches
18517,402,Kuh
1836,371,Lenore
18142,731,"Kenntnis von den Wenden, meckl."
13752,11614,to walk
14256,91,dead
14542,7858,Wilhelm
10490,3652,Mordkrug etc.
17879,31,Vieh
11368,1592,Licht
14293,407,Totenmesse
1444,30,on cattle
12631,4,historical legends
7940,7942,Jude
9695,3487,Kirche (Gebäude)
3376,556,"Taufe, Lattenstiger"
8068,600,ewig
15822,16,sacrilege
1787,4,historical legends
16531,407,Totenmesse
12603,256,Ring
8798,4661,Maus
2928,420,"Persönlichkeiten, Familie etc."
6569,29,witches
9663,29,witches
15761,32,Hexe
12236,16,sacrilege
19828,482,Edelleute
19986,870,"Tote red., erste Frau, Mutter"
6733,395,treasure
8676,1393,"ablassen, See ausmessen etc."
7712,195,Tiersage
18348,45,Lokalsage
15344,6647,tragen Berge zusammen
16383,93,Toter
18007,4,historical legends
12564,12565,Adebar
764,8,"Sage, historische"
18495,93,Toter
11362,53,robbers
4845,554,Taufe
2322,289,Stein
3360,1528,devil
15522,4,historical legends
15792,1025,Hund
2541,292,Riese
8595,16,sacrilege
15981,848,"Pferd, allg. Abwehr etc."
3801,32,Hexe
8708,809,Teufel
1295,938,Kloster
12030,32,Hexe
5638,440,destruction
5869,3008,Sohn
11484,223,Viting
15581,15582,Wolf und Fuchs in der Grube
3702,3703,Egge
1013,1016,finden
1058,1072,Krankheiten
11448,1069,Taube
18587,5997,to build
13875,354,Berg
13978,929,Buttern
16008,1497,Name
6286,250,"Kette tragen, Ring"
3402,91,dead
4052,1149,tot
3551,269,Self-transformation into the wolf form by means of magic
1881,1065,unschuldig
2370,4,historical legends
